source_image,source_sha256,fixture_id,app,transcribed_selection_rows,inventory_status
IMG_7671.PNG,69dbca8fc6041727ece34a4bf10c13c03e5ab94680ea704d5b855993d1e3a78c,2026-06-24-rsa-kor,Betano,5,odds_transcribed
IMG_7672.PNG,c8d10a4b4c74e794928b3b660ad42c1c97d5fd327438725b4ed0969c91ae18bf,2026-06-24-rsa-kor,Betano,18,odds_transcribed
IMG_7673.PNG,d797386f4568f52695d03aaaa118b876c26115364ed695828029334251b53625,2026-06-24-cze-mex,Betano,4,odds_transcribed
IMG_7675.PNG,547440b590586a047fd690f032eabd27d1b89b0e1e19976217d28a393114ea0c,2026-06-24-cze-mex,Betano,16,odds_transcribed
IMG_7676.PNG,75f531fedcb55f1173e743c32b76ef38a311b3cf28aada5b2f983bc49f06d316,2026-06-24-cze-mex,Betano,5,odds_transcribed
IMG_7677.PNG,c033c3f01d96445f16b7f3b833ec391add0f6be405afba92baf463d6fc210fce,2026-06-24-cze-mex,Betano,18,odds_transcribed
IMG_7681.PNG,19a7e05d4097e0ca3a6a2abccb66d1ccbf6cefea769b0552190d1652242f3f61,2026-06-24-sui-can,Betano,0,reviewed_no_supported_row
IMG_7682.PNG,50f6fad43d2ef520dcf3f8345276cdae6c9ba2677170c2d6eed02459073a960e,2026-06-25-ecu-ger,Betano,0,reviewed_no_supported_row
IMG_7683.PNG,d0433e1432c37720e57a184e6440a0a9b9f642d2a7534541a6e57bf814cec20a,2026-06-25-ecu-ger,Betano,0,reviewed_no_supported_row
IMG_7684.PNG,80dd248d8c78703a233d2b7c62a1f738f96bd77e0ad70c0db4c144830ac8546c,2026-06-25-ecu-ger,Betano,0,reviewed_no_supported_row
IMG_7685.PNG,9a65a9f4d879e9f27297871abd2bd6902011f59c131358248f81a2520354015d,2026-06-25-ecu-ger,Betano,0,reviewed_no_supported_row
IMG_7686.PNG,01b061ddfb338b296aadf4289f0589fa13ec0ee84d27db88d8f8e340d5038470,2026-06-25-cur-civ,Betano,0,reviewed_no_supported_row
IMG_7687.PNG,4e6678073e31ab87f71b3ac2bfb3601702eb32ab95f16f91210d78df40763ded,2026-06-25-cur-civ,Betano,0,reviewed_no_supported_row
IMG_7688.PNG,dadbb077fddc1375d7b99010832b7b15dbdec2c6ebfe1a39b6c49be6af831cde,2026-06-25-cur-civ,Betano,0,reviewed_no_supported_row
IMG_7690.PNG,c4e1e8c2f38480b36cc60982807754b34f0daec6347a55538425ea135ac6f799,2026-06-25-tun-ned,Betano,0,reviewed_no_supported_row
IMG_7691.PNG,f652ef4b18839930249d11aa5a4c6b4ecf4661a78f44951535644f2c8c60ba45,2026-06-25-tun-ned,Betano,0,reviewed_no_supported_row
IMG_7692.PNG,327c004a8f0c88f3adfbe6a49dc0aa22927233d2f29f02222d722d6ca6c55e59,2026-06-25-tun-ned,Betano,0,reviewed_no_supported_row
IMG_7693.PNG,aebb9c8939bd25fdef665b5621af2fc1ee8e85acb5914aa05c5b753822561e58,2026-06-25-tun-ned,Betano,0,reviewed_no_supported_row
IMG_7694.PNG,6cdf59c9ad4a58ba3eb6f7326e4a2fd2a5ded699aad35fc9ba04dc8f01dc7f50,2026-06-25-jpn-swe,Betano,0,reviewed_no_supported_row
IMG_7695.PNG,18e3195ab1dfa9abff58fc10d1f646c6ca0229c9ccb59c2bc9e9e5daab0b91ba,2026-06-25-jpn-swe,Betano,0,reviewed_no_supported_row
IMG_7696.PNG,a1b9ea77cbb4042e9f41c3bfebddd60d9672cb5c2a3ab76ece68a146699c9f34,2026-06-25-jpn-swe,Betano,0,reviewed_no_supported_row
IMG_7697.PNG,fdd724448af76a887987acb75632c5cadb7e4bfbda8ee6d3c0245afdea6e4b5b,2026-06-25-jpn-swe,Betano,0,reviewed_no_supported_row
IMG_7698.PNG,63c7dd6ab37d5d1d8c299069e32a9447b35cf4436ac8d28909cf4582565fb77e,2026-06-25-par-aus,Betano,0,reviewed_no_supported_row
IMG_7699.PNG,d635342f79a1061beb24aff68fa4fbee91588bf859c29822a91c9dee1ec84063,2026-06-25-par-aus,Betano,0,reviewed_no_supported_row
IMG_7700.PNG,0c7ccd1e44832d16ef730430d76cae441c1f7249e4280a7eb4959271f79266a2,2026-06-25-par-aus,Betano,0,reviewed_no_supported_row
IMG_7701.PNG,5212170eb0b3e92622e01d57910558f19ae554010e7dd1bdf3c5b1956adfd9e5,2026-06-25-par-aus,Betano,0,reviewed_no_supported_row
IMG_7702.PNG,e24a6df27615c9a9945c440bfc6fb75a45a76f47606956e71ee6522115fe81f7,2026-06-25-tur-usa,Betano,0,reviewed_no_supported_row
IMG_7703.PNG,83a8e4b7cd2f123a627c56d63cf6c30471f2a7122cd761ab0e6a696bd7549e4d,2026-06-25-tur-usa,Betano,0,reviewed_no_supported_row
